,URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
1315,B0_1248,67,9,1,48,4440.0,42,13,218,406,0,0,0,0,0,0,0,0,0,0.0,0
1316,B0_1309,67,10,3,112,,42,35,555,270,0,0,0,0,0,0,0,0,0,0.0,0
1317,B0_198,67,9,5,115,324.0,42,114,742,365,27,9,5,3471,33,32,23243,3967,33,6.0,0
1318,B0_2057,67,9,4,7,355.0,29,98,178,124,7,5,4,606,7,7,473,606,7,0.0,0
1319,B0_2120,67,10,3,217,3640.0,42,52,787,466,12,3,7,960,12,11,706,960,12,0.0,0
1320,B0_2298,67,13,4,7,317.0,42,27,579,277,8,6,6,696,8,9,574,696,8,0.0,0
1321,B0_339,67,12,1,7,197.0,42,35,36,390,9,1,3,1283,13,14,1697,1631,13,4.0,0
1322,B0_440,67,12,1,7,15742.0,42,90,680,577,16,6,6,2135,20,22,3485,2443,20,4.0,0
1323,B0_513,67,14,3,172,4710.0,42,21,107,71,59,43,15,7723,67,60,37516,8331,67,8.0,0
1324,B0_643,67,11,6,7,26117.0,42,24,291,4,16,9,5,2381,20,24,5596,2675,20,4.0,0
1325,B0_655,67,13,3,110,,42,90,88,151,26,9,6,2154,28,34,29677,2310,28,2.0,0
1326,B0_88,67,13,6,8,,42,103,316,483,15,0,5,1766,21,18,2293,2196,21,6.0,0
1327,B0_1235,68,13,3,230,13340.0,7,109,257,498,0,0,0,0,0,0,0,0,0,0.0,0
1328,B0_1254,68,13,1,7,,42,90,254,280,0,0,0,0,0,0,0,0,0,0.0,0
1329,B0_1386,68,12,1,125,3257.0,29,98,129,376,0,0,0,0,0,0,0,0,0,0.0,0
1330,B0_148,68,11,6,153,6795.0,35,98,471,5,20,7,9,1620,22,23,9227,1804,22,2.0,0
1331,B0_2286,68,12,6,148,,42,58,788,184,11,3,7,858,11,11,678,858,11,0.0,0
1332,B0_2288,68,12,6,2,,42,21,255,360,5,4,2,474,5,7,442,474,5,0.0,0
1333,B0_27,68,14,3,7,12606.0,42,90,306,470,23,9,8,2317,27,28,3635,2633,27,4.0,0
1334,B0_327,68,13,6,200,,42,13,677,160,20,1,4,1900,24,25,15998,2204,24,4.0,0
1335,B0_651,68,15,3,136,,42,89,26,449,47,37,6,5242,53,55,49446,5670,53,6.0,0
1336,B0_684,68,12,3,180,12503.0,42,21,107,71,40,34,3,6020,48,45,37704,6628,48,8.0,0
1337,B0_734,68,14,3,200,,42,92,130,66,52,44,3,4703,56,57,69613,5033,56,4.0,0
1338,B0_79,68,11,3,200,,42,13,505,43,48,0,3,4896,52,58,73318,5200,52,4.0,0
1339,B0_866,68,11,4,217,,15,42,389,480,0,0,0,0,0,0,0,0,0,0.0,0
1340,B0_957,68,12,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1341,M0_178,69,13,3,7,194.0,42,114,223,151,10,0,4,903,14,12,1489,1205,14,4.0,1
1342,B0_1077,69,14,3,106,3933.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
1343,B0_1098,69,13,3,217,13920.0,7,106,117,81,0,0,0,0,0,0,0,0,0,0.0,0
1344,B0_115,69,13,4,54,248.0,29,98,272,460,19,6,10,1483,23,21,2073,1775,23,4.0,0
1345,B0_1194,69,12,1,200,1500.0,42,108,515,484,0,0,0,0,0,0,0,0,0,0.0,0
1346,B0_1271,69,11,3,2,,42,21,255,360,0,0,0,0,0,0,0,0,0,0.0,0
1347,B0_1273,69,11,3,230,12564.0,41,98,633,238,0,0,0,0,0,0,0,0,0,0.0,0
1348,B0_133,69,13,1,223,,30,115,314,82,8,2,2,805,10,10,1196,953,10,2.0,0
1349,B0_1395,69,12,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1350,B0_2006,69,12,1,7,,42,143,200,280,4,3,2,432,4,4,244,432,4,0.0,0
1351,B0_2246,69,11,3,8,,42,27,825,464,3,3,1,366,3,4,244,366,3,0.0,0
1352,B0_372,69,12,1,124,,42,21,599,428,48,36,10,5347,54,50,43924,5787,54,6.0,0
1353,B0_459,69,12,4,7,360.0,11,98,755,284,23,1,10,1783,27,26,18427,2095,27,4.0,0
1354,B0_47,69,13,6,2,,42,21,255,360,14,8,3,2186,18,20,6913,2486,18,4.0,0
1355,B0_530,69,12,3,136,,42,89,26,449,29,21,7,3997,35,30,16884,4425,35,6.0,0
1356,B0_545,69,11,6,200,,42,48,287,420,19,0,4,1878,25,23,18769,2358,25,6.0,0
1357,B0_58,69,11,6,7,,29,98,16,524,23,15,10,2708,27,30,6195,3036,27,4.0,0
1358,B0_745,69,14,3,110,,42,90,88,151,31,2,8,2131,35,33,30035,2437,35,4.0,0
1359,B0_955,69,14,3,106,33493.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
1360,M1_1,70,12,3,7,,29,98,0,593,15,0,3,1150,17,17,15499,1304,17,2.0,1
1361,B0_1016,70,15,6,7,61974.0,42,67,349,334,0,0,0,0,0,0,0,0,0,0.0,0
1362,B0_1045,70,13,1,121,65423.0,7,105,37,319,0,0,0,0,0,0,0,0,0,0.0,0
1363,B0_1057,70,15,5,115,324.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1364,B0_1155,70,14,4,43,518.0,2,126,425,556,0,0,0,0,0,0,0,0,0,0.0,0
1365,B0_1169,70,13,3,148,,42,27,626,102,0,0,0,0,0,0,0,0,0,0.0,0
1366,B0_1246,70,14,1,29,8742.0,42,45,104,561,0,0,0,0,0,0,0,0,0,0.0,0
1367,B0_130,70,12,1,40,,29,98,635,231,9,0,4,916,13,15,2074,1216,13,4.0,0
1368,B0_1407,70,12,3,173,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
1369,B0_151,70,15,3,1,11397.0,29,98,66,300,44,34,6,6221,54,45,36834,6963,54,10.0,0
1370,B0_2028,70,15,3,200,,42,21,627,57,6,4,4,552,6,9,562,552,6,0.0,0
1371,B0_2161,70,13,1,116,118672.0,7,125,319,264,10,6,7,792,10,10,636,792,10,0.0,0
1372,B0_2169,70,13,1,7,8187.0,8,164,386,214,5,5,3,498,5,8,504,498,5,0.0,0
1373,B0_2283,70,13,3,200,,30,115,82,197,16,13,2,1688,16,12,742,1688,16,0.0,0
1374,B0_2308,70,10,1,118,356.0,42,97,70,508,49,7,3,3802,49,50,57628,3802,49,0.0,0
1375,B0_260,70,13,1,7,,29,98,889,593,33,11,8,3523,39,33,30933,4041,39,6.0,0
1376,B0_264,70,13,5,115,324.0,42,151,186,129,8,0,3,1100,12,12,1570,1380,12,4.0,0
1377,B0_367,70,12,6,118,41417.0,42,67,889,593,7,4,3,752,9,12,892,922,9,2.0,0
1378,B0_654,70,14,6,118,13481.0,42,148,188,35,48,11,11,3684,54,53,47558,4164,54,6.0,0
1379,B0_681,70,12,1,219,,42,89,440,480,19,12,7,2506,23,27,7448,2810,23,4.0,0
1380,B0_893,70,14,3,200,23103.0,42,27,244,148,0,0,0,0,0,0,0,0,0,0.0,0
1381,B0_899,70,13,1,118,11.0,42,155,127,424,0,0,0,0,0,0,0,0,0,0.0,0
1382,B0_941,70,13,3,200,,42,21,804,480,0,0,0,0,0,0,0,0,0,0.0,0
1383,B0_1067,71,6,5,115,324.0,42,110,595,546,0,0,0,0,0,0,0,0,0,0.0,0
1384,B0_1173,71,16,1,148,,42,160,642,116,0,0,0,0,0,0,0,0,0,0.0,0
1385,B0_1345,71,14,3,106,8992.0,7,105,534,547,0,0,0,0,0,0,0,0,0,0.0,0
1386,B0_1371,71,13,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1387,B0_168,71,13,3,106,11988.0,42,21,689,419,73,3,5,7802,79,82,105565,8302,79,6.0,0
1388,B0_175,71,12,1,124,34.0,7,105,592,169,49,0,7,3878,53,51,55460,4174,53,4.0,0
1389,B0_207,71,12,3,7,13522.0,42,21,256,240,30,20,10,3317,36,35,8700,3747,36,6.0,0
1390,B0_66,71,11,6,228,,30,115,590,483,28,4,5,2794,32,32,30923,3110,32,4.0,0
1391,B0_669,71,12,6,102,318.0,14,98,169,401,25,3,5,3428,29,23,28007,3736,29,4.0,0
1392,B0_678,71,14,6,200,337.0,29,98,889,593,35,14,7,4515,43,28,12970,5105,43,8.0,0
1393,B0_692,71,11,6,2,,42,21,255,360,26,21,4,4488,35,35,14140,5084,35,8.0,0
1394,B0_707,71,14,3,136,,29,98,890,313,19,14,4,2877,25,23,6649,3317,25,6.0,0
1395,B0_72,71,12,3,136,,42,89,26,449,65,48,7,6391,71,77,83389,6819,71,6.0,0
1396,B0_728,71,11,3,8,13596.0,19,134,889,593,7,2,4,1131,12,11,1747,1473,12,4.0,0
1397,B0_828,71,11,5,118,324.0,48,21,251,467,0,0,0,0,0,0,0,0,0,0.0,0
1398,B0_875,71,15,5,115,324.0,38,98,373,162,0,0,0,0,0,0,0,0,0,0.0,0
1399,B0_1145,72,14,5,148,324.0,7,105,476,562,0,0,0,0,0,0,0,0,0,0.0,0
1400,B0_1164,72,14,6,200,31624.0,45,142,362,260,0,0,0,0,0,0,0,0,0,0.0,0
1401,B0_1172,72,16,6,37,,42,90,427,434,0,0,0,0,0,0,0,0,0,0.0,0
1402,B0_1275,72,12,3,124,,23,98,773,36,0,0,0,0,0,0,0,0,0,0.0,0
1403,B0_1282,72,12,5,115,1853.0,42,90,693,460,0,0,0,0,0,0,0,0,0,0.0,0
1404,B0_1313,72,12,1,7,,42,143,200,280,0,0,0,0,0,0,0,0,0,0.0,0
1405,B0_141,72,15,3,68,,42,21,415,295,47,13,6,6078,53,52,40968,6520,53,6.0,0
1406,B0_2040,72,13,3,44,,29,98,889,593,14,14,7,972,14,16,1144,972,14,0.0,0
1407,B0_2084,72,14,6,118,14092.0,42,148,188,35,12,5,4,960,12,8,498,960,12,0.0,0
1408,B0_24,72,12,3,136,,42,89,26,449,27,21,8,3862,33,33,11108,4290,33,6.0,0
1409,B0_244,72,9,1,42,2819.0,3,8,129,14,39,2,13,3042,45,26,5914,3520,45,6.0,0
1410,B0_335,72,15,1,124,33528.0,29,98,889,593,18,4,4,2083,22,28,17862,2371,22,4.0,0
1411,B0_343,72,12,4,7,363.0,11,98,716,284,28,2,5,2490,32,29,18969,2802,32,4.0,0
1412,B0_489,72,13,6,7,1832.0,29,98,11,229,9,0,3,1165,15,16,1673,1673,15,6.0,0
1413,B0_623,72,12,5,238,324.0,8,23,826,58,80,0,2,6525,84,102,126205,6843,84,4.0,0
1414,B0_852,72,14,3,200,,30,115,82,197,0,0,0,0,0,0,0,0,0,0.0,0
1415,B0_888,72,11,4,8,,42,139,47,178,0,0,0,0,0,0,0,0,0,0.0,0
1416,B0_930,72,11,1,200,1145.0,42,85,824,344,0,0,0,0,0,0,0,0,0,0.0,0
1417,B0_1001,73,14,3,148,,42,56,357,117,0,0,0,0,0,0,0,0,0,0.0,0
1418,B0_1074,73,17,1,96,13240.0,42,114,747,530,0,0,0,0,0,0,0,0,0,0.0,0
1419,B0_1082,73,13,4,28,,42,143,200,280,0,0,0,0,0,0,0,0,0,0.0,0
1420,B0_1184,73,14,6,124,32103.0,42,90,601,21,0,0,0,0,0,0,0,0,0,0.0,0
1421,B0_1229,73,15,4,200,484.0,42,13,191,435,0,0,0,0,0,0,0,0,0,0.0,0
1422,B0_1240,73,13,4,28,,42,143,200,280,0,0,0,0,0,0,0,0,0,0.0,0
1423,B0_132,73,13,4,28,,42,143,200,280,27,12,5,3149,33,34,37964,3647,33,6.0,0
1424,B0_1334,73,15,4,18,330.0,42,21,646,456,0,0,0,0,0,0,0,0,0,0.0,0
1425,B0_213,73,15,6,7,44491.0,7,105,887,296,208,0,1,14530,210,278,466055,14688,210,2.0,0
1426,B0_2235,73,11,3,70,12487.0,42,48,323,356,22,11,12,1524,22,19,1268,1524,22,0.0,0
1427,B0_2248,73,11,3,106,3674.0,42,21,689,419,3,3,1,366,3,5,306,366,3,0.0,0
1428,B0_2321,73,17,3,148,,21,135,756,61,11,6,8,810,11,14,913,810,11,0.0,0
1429,B0_279,73,15,1,236,3591.0,42,21,318,522,23,4,3,2425,29,36,33598,2881,29,6.0,0
1430,B0_36,73,12,3,8,17908.0,29,98,852,448,17,12,3,2396,23,25,26621,2856,23,6.0,0
1431,B0_559,73,13,1,204,18901.0,42,58,600,347,51,6,5,3932,55,48,87340,4252,55,4.0,0
1432,B0_699,73,12,3,136,,42,89,26,449,49,43,4,5365,55,60,78671,5793,55,6.0,0
1433,B0_804,73,17,3,196,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
1434,M0_167,74,11,1,148,,46,55,412,399,11,0,3,1260,19,17,2399,1850,19,8.0,1
1435,B0_1162,74,12,5,118,324.0,42,119,345,284,0,0,0,0,0,0,0,0,0,0.0,0
1436,B0_147,74,15,3,8,46884.0,29,98,218,393,8,0,1,432,8,2,124,432,8,0.0,0
1437,B0_2208,74,13,3,136,,42,89,26,449,3,3,1,366,3,5,306,366,3,0.0,0
1438,B0_2251,74,12,5,115,324.0,7,131,638,309,5,4,2,486,5,6,480,486,5,0.0,0
1439,B0_352,74,16,3,200,,42,85,647,440,8,1,3,1088,14,13,2036,1524,14,6.0,0
1440,B0_454,74,13,6,124,,42,137,683,148,21,1,5,2873,25,23,9017,3177,25,4.0,0
1441,M0_62,75,13,3,7,193.0,42,114,353,256,8,0,6,801,10,9,677,951,10,2.0,1
1442,B0_1360,75,15,3,106,8417.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
1443,B0_196,75,16,1,124,,42,85,445,16,33,3,8,3647,41,39,32399,4247,41,8.0,0
1444,B0_2238,75,14,3,192,4721.0,42,21,107,71,4,3,2,432,4,6,372,432,4,0.0,0
1445,B0_248,75,13,5,115,324.0,29,98,841,390,23,14,7,2472,27,19,6776,2796,27,4.0,0
1446,B0_404,75,14,6,106,,42,21,182,248,39,18,14,4631,49,42,12921,5353,49,10.0,0
1447,B0_868,75,12,3,129,,42,155,220,405,0,0,0,0,0,0,0,0,0,0.0,0
1448,B0_987,75,15,1,148,,42,35,202,156,0,0,0,0,0,0,0,0,0,0.0,0
1449,B0_2157,76,13,1,116,92183.0,7,125,319,264,10,4,5,780,10,7,442,780,10,0.0,0
1450,B0_534,76,15,1,124,12368.0,42,21,851,477,47,0,5,4544,55,57,53238,5134,55,8.0,0
1451,B0_80,76,12,5,115,324.0,29,98,331,249,26,19,4,3635,32,30,23404,4125,32,6.0,0
1452,B0_81,76,13,5,118,324.0,29,98,163,593,18,5,6,2032,24,19,2033,2464,24,6.0,0
1453,B0_842,76,12,3,7,9672.0,42,10,647,475,0,0,0,0,0,0,0,0,0,0.0,0
1454,B0_912,76,14,3,143,17721.0,29,98,327,439,0,0,0,0,0,0,0,0,0,0.0,0
1455,B0_2013,77,15,5,115,324.0,42,143,731,146,5,5,3,498,5,8,508,498,5,0.0,0
1456,B0_2174,77,13,1,7,,42,143,200,280,17,7,9,1206,17,15,991,1206,17,0.0,0
1457,B0_2272,77,14,5,115,324.0,42,24,207,472,6,3,4,564,6,7,442,564,6,0.0,0
1458,B0_431,77,14,1,138,,29,98,785,557,32,7,9,2445,34,36,41408,2601,34,2.0,0
1459,B0_432,77,14,3,106,22409.0,42,21,689,419,27,0,4,2403,31,30,27476,2741,31,4.0,0
1460,B0_735,77,13,6,229,63049.0,42,179,602,454,33,1,5,3244,43,40,24630,4114,43,10.0,0
1461,B0_751,77,14,6,2,,42,21,255,360,25,20,3,3591,31,31,13757,4041,31,6.0,0
1462,B0_1203,78,10,6,7,23146.0,42,90,254,280,0,0,0,0,0,0,0,0,0,0.0,0
1463,B0_134,78,16,3,148,,42,56,357,117,11,1,3,1335,17,17,2109,1835,17,6.0,0
1464,B0_1393,78,17,3,166,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
1465,B0_2021,78,11,3,148,,42,155,812,223,17,9,9,1594,17,18,1152,1594,17,0.0,0
1466,B0_212,78,15,4,7,13.0,21,141,139,177,8,0,3,528,8,2,124,528,8,0.0,0
1467,B0_2146,78,16,3,106,9313.0,42,21,689,419,13,6,9,1026,13,14,904,1026,13,0.0,0
1468,B0_2203,78,13,3,124,28508.0,42,90,52,511,8,6,6,696,8,9,574,696,8,0.0,0
1469,B0_2211,78,15,1,141,9.0,42,31,275,113,8,6,6,672,8,9,562,672,8,0.0,0
1470,B0_278,78,13,3,183,,42,21,107,71,39,35,2,5949,47,47,32891,6557,47,8.0,0
1471,B0_433,78,10,6,7,23144.0,42,90,254,280,36,3,10,2981,42,41,31493,3449,42,6.0,0
1472,B0_680,78,12,3,129,13707.0,42,155,220,405,19,6,4,2781,24,24,18410,3085,24,4.0,0
1473,B0_748,78,13,1,118,11.0,42,155,127,424,62,0,3,4725,66,65,97272,5023,66,4.0,0
1474,B0_784,78,12,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1475,B0_964,78,17,4,7,,42,143,200,280,0,0,0,0,0,0,0,0,0,0.0,0
1476,B0_99,78,16,1,113,2743.0,42,21,454,172,23,5,11,2106,27,31,6415,2410,27,4.0,0
1477,B0_1072,79,13,1,121,1245.0,42,14,436,64,0,0,0,0,0,0,0,0,0,0.0,0
1478,B0_1121,79,14,1,124,6748.0,7,122,472,331,0,0,0,0,0,0,0,0,0,0.0,0
1479,B0_1193,79,14,6,148,,42,114,631,563,0,0,0,0,0,0,0,0,0,0.0,0
1480,B0_1223,79,9,3,124,53420.0,42,85,513,272,0,0,0,0,0,0,0,0,0,0.0,0
1481,B0_1355,79,15,3,8,46887.0,42,160,218,393,0,0,0,0,0,0,0,0,0,0.0,0
1482,B0_2164,79,15,3,7,,42,13,246,166,6,3,4,564,6,8,504,564,6,0.0,0
1483,B0_269,79,16,1,133,11593.0,42,45,312,434,13,1,3,1763,19,19,2308,2233,19,6.0,0
1484,B0_456,79,15,3,56,,29,98,504,57,15,0,4,1301,17,7,552,1455,17,2.0,0
1485,B0_1086,80,16,3,124,7240.0,42,27,702,28,0,0,0,0,0,0,0,0,0,0.0,0
1486,B0_1094,80,12,3,7,471.0,42,21,441,480,0,0,0,0,0,0,0,0,0,0.0,0
1487,B0_129,80,12,3,106,38149.0,42,21,689,419,41,0,5,3333,45,43,42229,3715,45,4.0,0
1488,B0_1389,80,15,3,124,,42,21,851,477,0,0,0,0,0,0,0,0,0,0.0,0
1489,B0_142,80,13,6,148,,42,21,255,360,50,43,12,7282,60,57,24220,8042,60,10.0,0
1490,B0_2077,80,17,1,219,8619.0,6,1,237,223,22,18,3,3156,22,15,4966,3156,22,0.0,0
1491,B0_2145,80,14,5,115,324.0,29,98,742,365,5,4,2,498,5,7,438,498,5,0.0,0
1492,B0_463,80,13,1,207,,29,98,300,426,16,1,4,1739,20,20,12620,2059,20,4.0,0
1493,B0_756,80,11,5,115,324.0,42,21,840,434,33,10,8,3764,41,23,7356,4412,41,8.0,0
1494,B0_810,80,16,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1495,B0_849,80,13,3,106,11326.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
1496,B0_878,80,12,4,7,236.0,42,9,37,501,0,0,0,0,0,0,0,0,0,0.0,0
1497,M4_70,81,17,6,116,,42,27,268,106,0,0,0,0,0,2,124,0,0,0.0,1
1498,M4_71,81,17,6,116,,42,27,268,106,0,0,0,0,0,2,124,0,0,0.0,1
1499,B0_101,81,14,3,106,10527.0,42,21,689,419,75,8,16,7388,79,76,65108,7734,79,4.0,0
1500,B0_118,81,18,4,28,213.0,42,104,799,327,11,6,1,2088,15,15,7459,2388,15,4.0,0
1501,B0_2311,81,16,5,115,324.0,42,143,731,146,2,2,1,276,2,3,184,276,2,0.0,0
1502,B0_469,81,15,3,7,,29,98,889,593,53,13,11,6257,61,64,30118,6891,61,8.0,0
1503,B0_519,81,13,5,115,324.0,42,90,480,386,16,1,2,2074,22,27,10646,2540,22,6.0,0
1504,B0_649,81,11,3,148,,42,155,794,39,23,2,6,2362,31,23,5472,3008,31,8.0,0
1505,B0_712,81,16,3,148,,42,35,85,116,15,0,3,1894,19,20,7062,2198,19,4.0,0
1506,B0_720,81,15,1,7,,42,48,410,367,17,0,3,2281,21,22,29619,2581,21,4.0,0
1507,B0_83,81,12,1,7,4897.0,42,37,352,336,47,3,8,3718,51,47,44519,4064,51,4.0,0
1508,M4_69,82,17,6,116,,42,27,268,106,0,0,0,0,0,2,124,0,0,0.0,1
1509,M4_72,82,17,6,116,,42,27,268,106,0,0,0,0,0,3,186,0,0,0.0,1
1510,M4_73,82,17,6,116,,42,27,268,106,0,0,0,0,0,2,124,0,0,0.0,1
1511,M4_74,82,17,6,116,,42,27,268,106,0,0,0,0,0,2,124,0,0,0.0,1
1512,B0_2051,82,13,1,210,8521.0,30,115,628,468,8,3,6,696,8,9,574,696,8,0.0,0
1513,B0_2060,82,17,5,115,324.0,42,155,60,565,5,4,2,498,5,6,376,498,5,0.0,0
1514,B0_2267,82,14,3,124,,29,98,272,409,5,3,2,498,5,7,438,498,5,0.0,0
1515,B0_228,82,17,1,96,9101.0,29,98,77,35,20,6,5,2638,28,25,6137,3208,28,8.0,0
1516,B0_284,82,17,3,148,,42,35,872,341,3,0,1,488,5,6,482,632,5,2.0,0
1517,B0_382,82,13,5,115,324.0,42,37,331,249,31,26,6,3286,37,45,28351,3776,37,6.0,0
1518,B0_77,82,18,3,106,53520.0,42,21,689,419,45,2,5,3565,49,49,58127,3903,49,4.0,0
1519,B0_808,82,12,1,7,,42,37,414,236,0,0,0,0,0,0,0,0,0,0.0,0
1520,B0_97,82,14,3,148,,29,98,235,177,14,9,2,2200,20,18,6009,2682,20,6.0,0
1521,M4_64,83,17,6,116,,42,27,268,106,1,1,1,90,1,5,416,90,1,0.0,1
1522,B0_1035,83,17,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1523,B0_202,83,11,3,7,,21,38,184,490,11,4,4,1278,17,16,1874,1750,17,6.0,0
1524,B0_2096,83,16,3,231,,42,155,500,587,7,3,3,630,7,5,310,630,7,0.0,0
1525,B0_210,83,21,3,224,2034.0,42,24,315,265,22,8,7,1628,26,25,14894,1944,26,4.0,0
1526,B0_232,83,14,6,148,,29,98,154,257,24,10,4,3705,32,32,11756,4319,32,8.0,0
1527,B0_423,83,15,3,106,34930.0,42,21,689,419,29,0,3,2523,33,34,44807,2881,33,4.0,0
1528,B0_488,83,19,1,36,5866.0,0,34,63,49,9,0,3,1165,15,16,1673,1673,15,6.0,0
1529,B0_752,83,13,1,200,162.0,42,78,750,425,24,3,7,2676,28,20,3594,3000,28,4.0,0
1530,B0_806,83,17,3,8,46886.0,29,98,218,393,0,0,0,0,0,0,0,0,0,0.0,0
1531,M0_63,84,15,3,36,11323.0,42,160,821,576,25,0,5,2262,29,27,33205,2588,29,4.0,1
1532,B0_1071,84,17,3,7,12773.0,42,144,96,67,0,0,0,0,0,0,0,0,0,0.0,0
1533,B0_1385,84,12,1,28,23412.0,42,13,855,220,0,0,0,0,0,0,0,0,0,0.0,0
1534,B0_1394,84,15,6,7,8326.0,42,140,450,323,0,0,0,0,0,0,0,0,0,0.0,0
1535,B0_219,84,14,1,124,,42,21,599,428,67,17,5,13331,73,70,67914,13771,73,6.0,0
1536,B0_2225,84,14,3,106,11243.0,42,21,689,419,11,11,7,834,11,13,894,834,11,0.0,0
1537,M0_61,85,13,3,36,8364.0,42,160,136,120,37,0,8,3630,43,40,34113,4118,43,6.0,1
1538,B0_1048,85,18,1,124,,42,85,550,16,0,0,0,0,0,0,0,0,0,0.0,0
1539,B0_2083,85,12,3,148,,42,155,794,39,7,7,3,618,7,9,562,618,7,0.0,0
1540,B0_2256,85,15,3,106,27976.0,42,21,689,419,7,7,3,582,7,9,632,582,7,0.0,0
1541,B0_1261,86,15,3,106,,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
1542,B0_1352,86,17,3,7,58.0,42,65,289,363,0,0,0,0,0,0,0,0,0,0.0,0
1543,B0_2075,86,16,6,76,3500.0,42,13,463,533,30,8,9,2296,30,11,688,2296,30,0.0,0
1544,B0_2196,86,17,6,124,959.0,42,155,86,148,10,9,8,804,10,13,826,804,10,0.0,0
1545,B0_340,86,13,1,133,13747.0,42,45,630,484,20,0,2,2487,26,18,2587,2979,26,6.0,0
1546,B0_430,86,16,3,106,14291.0,42,21,689,419,67,4,10,6257,71,53,51527,6619,71,4.0,0
1547,B0_595,86,15,6,148,,42,27,189,339,10,0,2,2202,14,15,3304,2490,14,4.0,0
1548,B0_958,86,16,3,28,15108.0,42,21,171,79,0,0,0,0,0,0,0,0,0,0.0,0
1549,B0_1069,87,17,3,200,,42,27,828,203,0,0,0,0,0,0,0,0,0,0.0,0
1550,B0_122,87,13,3,174,15187.0,42,21,107,71,26,22,1,4523,32,34,26400,4979,32,6.0,0
1551,B0_2181,87,18,3,200,,42,35,732,138,8,5,5,660,8,10,661,660,8,0.0,0
1552,B0_407,87,15,6,118,9083.0,42,179,602,454,14,0,5,1482,20,18,8797,1914,20,6.0,0
1553,B0_508,87,14,5,115,324.0,42,51,798,509,17,6,10,1457,21,20,2112,1781,21,4.0,0
1554,B0_589,87,16,3,200,30824.0,42,21,733,221,17,9,2,3124,23,21,9563,3564,23,6.0,0
1555,B0_892,87,16,3,106,48831.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
1556,B0_1006,88,14,5,115,257.0,42,90,402,267,0,0,0,0,0,0,0,0,0,0.0,0
1557,B0_2022,88,15,4,124,411.0,42,159,430,352,12,4,9,936,12,14,904,936,12,0.0,0
1558,B0_2306,88,17,6,118,9084.0,42,179,602,454,8,8,1,1008,8,8,486,1008,8,0.0,0
1559,B0_2318,88,17,3,148,,7,105,21,433,4,3,2,432,4,6,372,432,4,0.0,0
1560,B0_378,88,16,3,214,,29,98,371,359,30,0,4,3207,34,50,48750,3527,34,4.0,0
1561,B0_42,88,15,3,129,13776.0,42,155,220,405,20,2,8,2133,24,26,17337,2437,24,4.0,0
1562,B0_494,88,15,3,7,,29,98,483,338,11,3,4,1346,15,16,1725,1670,15,4.0,0
1563,B0_591,88,13,6,7,33799.0,42,90,530,318,84,32,4,7350,90,110,143113,7830,90,6.0,0
1564,B0_785,88,16,6,118,9083.0,42,179,602,454,0,0,0,0,0,0,0,0,0,0.0,0
1565,M4_27,89,18,3,7,,13,17,248,236,0,0,0,0,0,2,124,0,0,0.0,1
1566,B0_2017,89,12,6,124,30193.0,42,39,874,309,25,13,8,1818,25,7,438,1818,25,0.0,0
1567,B0_2039,89,20,3,25,,42,21,509,303,4,3,2,432,4,4,244,432,4,0.0,0
1568,B0_2117,89,16,3,148,,42,97,510,259,9,3,4,738,9,5,306,738,9,0.0,0
1569,B0_2159,89,13,5,115,324.0,42,21,288,33,6,2,5,516,6,4,246,516,6,0.0,0
1570,B0_2175,89,14,6,121,246324.0,29,98,889,593,7,6,2,786,7,7,432,786,7,0.0,0
1571,B0_2178,89,16,6,148,0.0,42,45,104,561,6,3,2,564,6,4,244,564,6,0.0,0
1572,B0_336,89,17,3,106,37836.0,42,21,689,419,55,6,14,4155,59,53,45079,4533,59,4.0,0
1573,B0_672,89,15,6,7,19856.0,42,90,254,280,73,58,6,6789,79,89,110553,7245,79,6.0,0
